,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2259,H13700,2015,1.0,0,V,N,O,R,250.0,3,1850.0,4,33063,0.0
2260,H13701,2016,0.99726776,0,V,N,O,R,250.0,3,1850.0,4,33063,1.0
2261,H13702,2013,1.0,0,N,V,V,U,595.0,3,1960.0,   .,33063,1.0
2262,H13838,2013,1.0,0,N,V,V,U,286.0,3,1960.0,   .,33063,1.0
2263,H13849,2013,1.0,0,V,N,O,R,4300.0,1,1988.0,4,33063,0.0
2264,H14123,2013,0.347945205,1,N,V,V,U,700.0,3,1960.0,   .,33063,0.0
2265,H14508,2012,1.0,1,N,V,V,U,320.0,3,,   .,33063,0.0
2266,H14636,2013,1.0,1,N,V,V,U,400.0,3,1960.0,   .,33063,0.0
2267,H14637,2015,1.0,1,N,V,V,U,400.0,3,1960.0,   .,33063,0.0
2268,H15169,2015,1.0,0,N,V,V,U,540.0,3,1960.0,   .,33063,0.0
2269,H15170,2016,1.0,0,N,V,V,U,540.0,3,1960.0,   .,33063,0.0
2270,H15208,2012,1.0,0,V,N,O,R,700.0,3,1850.0,4,33063,1.0
2271,H15489,2013,1.0,0,V,N,O,R,510.0,3,1898.0,4,33063,0.0
2272,H15574,2012,1.0,1,V,N,O,R,660.0,3,1950.0,5,33063,0.0
2273,H15663,2013,1.0,1,V,N,O,R,3300.0,1,1965.0,5,33063,0.0
2274,H15698,2012,1.0,1,V,N,O,R,5264.0,1,1960.0,5,33063,0.0
2275,H15703,2012,1.0,1,V,N,O,R,1065.0,3,1964.0,3,33063,0.0
2276,H15710,2013,1.0,1,V,N,O,R,1250.0,1,1960.0,4,33063,0.0
2277,H15711,2014,1.0,1,V,N,O,R,1250.0,1,1960.0,4,33063,0.0
2278,H15712,2016,0.99726776,1,V,N,O,R,1250.0,1,1960.0,4,33063,0.0
2279,H15856,2016,0.99726776,1,V,N,O,R,1234.0,3,2001.0,2,33063,1.0
2280,H15871,2014,1.0,1,V,N,O,R,850.0,3,1975.0,4,33063,0.0
2281,H15872,2015,1.0,1,V,N,O,R,850.0,3,1975.0,4,33063,0.0
2282,H15873,2013,1.0,1,V,N,O,R,14120.0,3,1980.0,8,33063,0.0
2283,H15902,2013,0.0,1,V,N,O,R,600.0,3,1900.0,5,33063,0.0
2284,H15915,2013,0.18630137,1,V,N,O,R,1344.0,3,1900.0,5,33063,0.0
2285,H16008,2012,1.0,0,V,N,O,R,300.0,3,1880.0,2,33063,0.0
2286,H16510,2012,1.0,1,V,N,O,R,846.0,1,1997.0,5,33063,0.0
2287,H16511,2014,0.495890411,1,V,N,O,R,846.0,1,1997.0,5,33063,0.0
2288,H16568,2012,1.0,1,V,N,O,R,3678.0,3,1990.0,5,33063,1.0
2289,H16569,2013,1.0,1,V,N,O,R,3678.0,3,1990.0,5,33063,1.0
2290,H16576,2013,1.0,1,V,N,O,R,1155.0,3,1960.0,4,33063,0.0
2291,H16640,2012,1.0,1,V,N,O,R,1430.0,3,1900.0,3,33063,1.0
2292,H16679,2012,1.0,0,V,N,O,R,2450.0,3,1920.0,4,33063,0.0
2293,H16726,2015,1.0,1,V,N,O,R,3281.0,1,1980.0,5,33063,1.0
2294,H16888,2012,1.0,0,V,N,O,R,310.0,3,1900.0,1,33063,0.0
2295,H16889,2016,0.99726776,0,V,N,O,R,310.0,3,1900.0,1,33063,0.0
2296,H16954,2012,1.0,1,V,N,O,R,210.0,3,1800.0,4,33063,0.0
2297,H17040,2016,0.99726776,0,V,N,O,R,150.0,3,1900.0,2,33063,0.0
2298,H17181,2015,1.0,1,V,N,O,R,3206.0,3,1989.0,6,33063,0.0
2299,H17381,2014,1.0,1,V,N,O,R,696.0,3,2005.0,3,33063,0.0
2300,H17412,2012,1.0,1,V,N,O,R,934.0,3,1890.0,3,33063,0.0
2301,H17465,2013,0.495890411,1,V,N,O,R,2036.0,1,2000.0,1,33063,0.0
2302,H17576,2014,1.0,1,V,N,O,R,200.0,3,1880.0,2,33063,0.0
2303,H17900,2012,1.0,1,V,N,O,R,2190.0,1,1985.0,7,33063,0.0
2304,H17928,2013,1.0,1,V,N,O,R,4863.0,3,2011.0,5,33063,0.0
2305,H17946,2013,0.210958904,1,V,N,O,R,410.0,3,1970.0,4,33063,0.0
2306,H17961,2012,1.0,1,V,N,O,R,8697.0,3,2005.0,3,33063,1.0
2307,H18091,2014,1.0,1,V,N,O,R,8916.0,3,2009.0,6,33063,1.0
2308,H18137,2014,1.0,1,V,N,O,R,200.0,3,1800.0,4,33063,0.0
2309,H18139,2012,0.450819672,1,V,N,O,R,220.0,3,1900.0,2,33063,0.0
2310,H18144,2012,0.953551913,0,V,N,O,R,260.0,3,1930.0,2,33063,0.0
2311,H18166,2015,1.0,0,V,N,O,R,230.0,3,1930.0,1,33063,0.0
2312,H18186,2012,0.822404372,1,V,N,O,R,3750.0,1,1978.0,5,33063,0.0
2313,H18187,2015,1.0,1,V,N,O,R,3750.0,1,1978.0,5,33063,0.0
2314,H18351,2012,0.75136612,1,V,N,O,R,3700.0,3,1800.0,3,33063,1.0
2315,H18406,2012,0.642076503,1,V,N,O,R,1566.0,1,1981.0,5,33063,0.0
2316,H18591,2013,1.0,0,V,N,O,R,450.0,3,1920.0,3,33063,0.0
2317,H18653,2013,1.0,1,V,N,O,R,610.0,1,1900.0,4,33063,0.0
2318,H18802,2016,0.633879781,1,V,N,O,R,2000.0,1,2004.0,2,33063,0.0
2319,H18832,2013,1.0,0,V,N,O,R,252.0,3,1850.0,3,33063,0.0
2320,H19025,2013,1.0,1,V,N,O,R,1055.0,3,1900.0,4,33063,0.0
2321,H19142,2013,0.964383562,1,V,N,O,R,1200.0,3,1990.0,5,33063,1.0
2322,H19143,2014,1.0,1,V,N,O,R,1200.0,3,1990.0,5,33063,0.0
2323,H19166,2013,0.868493151,1,V,N,O,R,1115.0,3,1997.0,4,33063,1.0
2324,H19584,2015,0.0,0,V,N,O,R,300.0,3,1900.0,4,33063,0.0
2325,H19715,2015,0.504109589,1,V,N,O,R,590.0,3,1900.0,3,33063,1.0
2326,H19795,2015,0.167123288,1,V,N,O,R,500.0,1,1850.0,3,33063,0.0
2327,H19917,2016,0.56284153,0,V,N,O,R,410.0,3,1900.0,3,33063,0.0
2328,H19926,2016,0.37704918,1,V,N,O,R,500.0,3,1950.0,2,33063,0.0
2329,H19937,2016,0.573770492,1,V,N,O,R,140.0,3,1950.0,3,33063,0.0
2330,H2116,2013,1.0,1,V,V,V,U,610.0,3,,   .,33063,0.0
2331,H2117,2014,0.495890411,1,V,V,V,U,610.0,3,,   .,33063,0.0
2332,H2204,2012,1.0,1,V,V,V,U,520.0,1,1960.0,   .,33063,0.0
2333,H2205,2013,1.0,1,V,V,V,U,520.0,1,1960.0,   .,33063,0.0
2334,H2206,2015,1.0,1,V,V,V,U,520.0,1,1960.0,   .,33063,0.0
2335,H2999,2012,0.0,0,V,V,V,U,188.0,3,,   .,33063,0.0
2336,H3000,2015,0.0,0,V,V,V,U,188.0,3,,   .,33063,0.0
2337,H3430,2013,0.106849315,1,V,V,V,U,400.0,3,,   .,33063,0.0
2338,H3436,2013,1.0,1,V,N,O,R,500.0,3,1970.0,3,33063,0.0
2339,H3437,2016,0.415300546,1,V,N,O,R,500.0,3,1970.0,3,33063,0.0
2340,H3741,2012,1.0,1,V,V,V,U,300.0,3,,   .,33063,0.0
2341,H3823,2012,1.0,0,V,V,V,U,1250.0,3,1960.0,   .,33063,0.0
2342,H3851,2016,0.99726776,1,N,V,V,U,900.0,1,1960.0,   .,33063,0.0
2343,H3882,2012,1.0,0,N,V,V,U,380.0,1,1960.0,   .,33063,0.0
2344,H4088,2013,0.230136986,0,N,V,V,U,377.0,1,1960.0,   .,33063,0.0
2345,H4133,2012,1.0,1,N,V,V,U,125.0,3,,   .,33063,0.0
2346,H4210,2014,1.0,0,N,V,V,U,405.0,3,1960.0,   .,33063,0.0
2347,H4227,2013,1.0,1,N,V,V,U,179.0,3,1960.0,   .,33063,0.0
2348,H4231,2016,0.163934426,1,N,V,V,U,280.0,3,1960.0,   .,33063,0.0
2349,H4387,2013,1.0,0,N,V,V,U,1920.0,1,1980.0,   .,33063,1.0
2350,H4454,2012,1.0,1,N,V,V,U,600.0,3,1960.0,   .,33063,0.0
2351,H4455,2015,1.0,1,N,V,V,U,600.0,3,1960.0,   .,33063,0.0
2352,H4498,2012,1.0,1,V,V,V,U,260.0,3,,   .,33063,0.0
2353,H4635,2014,0.539726027,1,N,V,V,U,250.0,3,1960.0,   .,33063,0.0
2354,H4807,2016,0.99726776,1,N,V,V,U,410.0,3,1960.0,   .,33063,0.0
2355,H4865,2012,1.0,1,N,V,V,U,400.0,3,1960.0,   .,33063,0.0
2356,H50,2015,1.0,0,V,N,O,R,1700.0,3,1800.0,4,33063,0.0
2357,H5197,2012,1.0,1,V,V,V,U,1020.0,3,,   .,33063,0.0
2358,H5284,2012,1.0,1,N,V,V,U,300.0,3,1960.0,   .,33063,1.0
2359,H5289,2013,0.630136986,1,N,V,V,U,930.0,3,,   .,33063,0.0
2360,H567,2012,1.0,1,V,V,V,U,356.0,3,,   .,33063,0.0
2361,H572,2014,1.0,1,V,V,V,U,450.0,1,,   .,33063,0.0
2362,H573,2015,0.123287671,1,V,V,V,U,450.0,1,,   .,33063,0.0
2363,H6071,2013,0.917808219,1,V,V,V,U,1200.0,3,1980.0,   .,33063,0.0
2364,H6260,2012,1.0,0,N,V,V,U,650.0,3,1960.0,   .,33063,0.0
2365,H6418,2014,1.0,1,N,V,V,U,200.0,3,1960.0,   .,33063,0.0
2366,H6428,2014,1.0,0,V,N,O,R,200.0,3,1800.0,5,33063,0.0
2367,H6429,2015,0.665753425,0,V,N,O,R,200.0,3,1800.0,5,33063,0.0
2368,H6466,2013,1.0,1,V,N,O,R,600.0,3,1850.0,3,33063,1.0
2369,H6529,2013,1.0,1,V,N,O,R,700.0,3,1930.0,3,33063,0.0
2370,H6577,2013,0.882191781,1,V,V,V,U,255.0,3,,   .,33063,0.0
2371,H6583,2012,1.0,1,V,V,V,U,540.0,3,,   .,33063,0.0
2372,H6637,2015,0.216438356,1,V,V,V,U,1412.0,3,,   .,33063,0.0
2373,H6646,2016,1.0,1,V,N,O,R,370.0,3,1800.0,4,33063,0.0
2374,H7001,2014,0.816438356,1,N,V,V,U,500.0,3,,   .,33063,1.0
2375,H7029,2013,0.816438356,1,V,N,O,R,1320.0,3,1970.0,5,33063,0.0
2376,H7079,2012,0.74863388,0,N,V,V,U,416.0,3,1988.0,   .,33063,0.0
2377,H7125,2013,1.0,0,V,V,V,U,600.0,3,1980.0,   .,33063,0.0
2378,H7417,2012,1.0,1,N,V,V,U,900.0,1,1960.0,   .,33063,1.0
2379,H15709,2014,1.0,1,V,N,O,R,2544.0,3,1972.0,5,33069,0.0
2380,H16570,2014,1.0,1,V,N,O,R,3182.0,3,2005.0,3,33069,0.0
2381,H16571,2015,1.0,1,V,N,O,R,3182.0,3,2005.0,3,33069,1.0
2382,H19098,2015,0.997260274,1,V,N,,R,8350.0,3,1985.0,3,33069,1.0
2383,H5025,2012,1.0,1,V,V,V,U,5746.0,1,,   .,33096,1.0
2384,H5026,2013,0.865753425,1,V,V,V,U,5746.0,1,,   .,33096,0.0
2385,H569,2015,1.0,1,V,N,O,R,500.0,1,1970.0,1,33096,0.0
2386,H570,2016,0.99726776,1,V,N,O,R,500.0,1,1970.0,1,33096,0.0
2387,H18681,2015,1.0,1,V,N,O,R,400.0,1,1960.0,2,33143,0.0
2388,H18708,2013,1.0,1,V,N,O,R,3803.0,1,1970.0,>=10,33192,1.0
2389,H6585,2012,1.0,1,V,V,V,U,2868.0,1,,   .,33192,0.0
2390,H17504,2012,1.0,1,V,N,O,R,1211.0,1,2001.0,3,33199,0.0
2391,H17826,2012,1.0,1,V,N,O,R,3324.0,3,2011.0,3,33200,0.0
2392,H18948,2013,1.0,1,V,N,O,R,6896.0,3,2012.0,3,33200,0.0
2393,H18949,2016,0.745901639,1,V,N,O,R,6896.0,3,2012.0,3,33200,0.0
2394,H5277,2016,1.0,0,V,N,O,R,350.0,1,1967.0,2,33236,0.0
2395,H19928,2016,0.25136612,1,V,N,O,R,5998.0,1,1975.0,5,33249,0.0
2396,H5315,2013,0.109589041,1,V,V,V,U,2250.0,1,1980.0,   .,33249,0.0
2397,H14777,2013,0.189041096,0,N,V,V,U,360.0,1,1988.0,   .,33253,0.0
2398,H16808,2013,1.0,1,V,N,O,R,3754.0,3,1960.0,6,33281,0.0
2399,H19016,2015,0.983561644,1,V,N,O,R,2892.0,3,2012.0,3,33281,0.0
2400,H5027,2012,1.0,1,V,N,O,R,3376.0,3,1960.0,4,33281,1.0
2401,H16125,2012,1.0,1,V,N,O,R,2665.0,3,1972.0,4,33318,0.0
2402,H16537,2013,0.832876712,1,V,N,O,R,2600.0,3,1992.0,5,33318,0.0
2403,H19154,2013,0.873972603,1,V,N,O,R,3771.0,3,2012.0,2,33318,0.0
2404,H18725,2014,1.0,0,V,N,O,R,2500.0,1,1945.0,2,33366,0.0
2405,H14583,2013,1.0,0,N,V,V,U,1637.0,3,1988.0,   .,33522,0.0
2406,H5153,2013,1.0,1,V,N,O,R,2692.0,3,1960.0,5,33522,0.0
2407,H19768,2015,0.268493151,0,V,N,O,R,160.0,1,1967.0,1,33529,0.0
2408,H18095,2013,1.0,0,V,N,O,R,450.0,1,1980.0,2,33550,0.0
2409,H18096,2014,1.0,0,V,N,O,R,450.0,1,1980.0,2,33550,0.0
2410,H17300,2012,1.0,1,V,N,O,R,716.0,1,2011.0,2,33555,0.0
2411,H17301,2014,1.0,1,V,N,O,R,716.0,1,2011.0,2,33555,0.0
2412,H17302,2015,1.0,1,V,N,O,R,716.0,1,2011.0,2,33555,0.0
2413,H3393,2014,1.0,0,V,V,V,U,350.0,1,1980.0,   .,33933,0.0
2414,H12786,2013,1.0,0,N,V,V,U,3357.0,2,1988.0,   .,34003,0.0
2415,H12787,2015,1.0,0,N,V,V,U,3357.0,2,1988.0,   .,34003,1.0
2416,H14113,2013,1.0,0,N,V,V,U,600.0,2,1988.0,   .,34003,0.0
2417,H14486,2013,1.0,0,N,V,V,U,100.0,2,1988.0,   .,34003,0.0
2418,H16908,2016,0.99726776,0,V,N,O,R,1285.0,2,2011.0,4,34003,0.0
2419,H1880,2013,1.0,0,V,V,V,U,699.0,2,1980.0,   .,34003,0.0
2420,H1904,2012,0.24863388,0,V,V,V,U,10173.0,2,1980.0,   .,34003,1.0
2421,H4937,2012,1.0,0,V,V,V,U,6000.0,2,1980.0,   .,34003,0.0
2422,H4938,2013,0.0,0,V,V,V,U,6000.0,2,1980.0,   .,34003,0.0
2423,H6961,2013,1.0,1,N,V,V,U,6500.0,2,1988.0,   .,34003,0.0
2424,H17276,2016,1.0,1,V,N,O,R,11000.0,2,1960.0,5,34023,1.0
2425,H19931,2016,0.25136612,1,V,N,O,R,9000.0,2,1960.0,5,34023,1.0
2426,H6651,2012,1.0,0,V,V,V,U,1000.0,2,1980.0,   .,34023,0.0
2427,H6652,2013,1.0,0,V,V,V,U,1000.0,2,1980.0,   .,34023,0.0
2428,H13548,2014,1.0,0,V,N,O,R,1200.0,2,1900.0,4,34028,0.0
2429,H1339,2012,1.0,0,V,V,V,U,920.0,2,1960.0,   .,34032,0.0
2430,H1369,2013,0.750684932,0,V,V,V,U,3783.0,2,1980.0,   .,34032,0.0
2431,H14493,2014,1.0,0,V,N,O,R,400.0,2,1900.0,4,34032,0.0
2432,H14690,2013,0.747945205,0,N,V,V,U,1500.0,2,1980.0,   .,34032,0.0
2433,H14771,2012,1.0,0,N,V,V,U,534.0,2,1960.0,   .,34032,0.0
2434,H15409,2014,0.246575342,0,V,N,O,R,2568.0,2,1960.0,6,34032,0.0
2435,H1587,2012,1.0,0,V,V,V,U,2500.0,2,1980.0,   .,34032,1.0
2436,H1588,2016,0.99726776,0,V,V,V,U,2500.0,2,1980.0,   .,34032,0.0
2437,H1597,2016,0.99726776,0,V,V,V,U,1724.0,2,1980.0,   .,34032,0.0
2438,H16902,2012,1.0,0,V,N,O,R,1866.0,2,1965.0,4,34032,0.0
2439,H16906,2012,1.0,0,V,N,O,R,731.0,2,2010.0,3,34032,0.0
2440,H17009,2013,1.0,0,V,N,O,R,3267.0,2,1960.0,6,34032,0.0
2441,H17046,2012,1.0,0,V,N,O,R,3350.0,2,1960.0,7,34032,1.0
2442,H17509,2016,1.0,0,V,N,O,R,2304.0,2,1970.0,6,34032,0.0
2443,H1886,2015,1.0,0,V,V,V,U,4035.0,2,1980.0,   .,34032,0.0
2444,H1887,2016,0.99726776,0,V,V,V,U,4035.0,2,1980.0,   .,34032,1.0
2445,H1926,2012,1.0,0,V,V,V,U,2000.0,2,1980.0,   .,34032,0.0
2446,H1937,2012,1.0,0,V,V,V,U,810.0,2,1960.0,   .,34032,0.0
2447,H1958,2013,0.0,0,V,V,V,U,2488.0,2,1980.0,   .,34032,0.0
2448,H3980,2013,1.0,0,V,V,V,U,833.0,2,1980.0,   .,34032,0.0
2449,H4028,2014,1.0,0,V,V,V,U,750.0,2,1980.0,   .,34032,1.0
2450,H4029,2016,1.0,0,V,V,V,U,750.0,2,1980.0,   .,34032,0.0
2451,H435,2012,1.0,0,V,V,V,U,630.0,2,1960.0,   .,34032,0.0
2452,H437,2013,1.0,0,V,V,V,U,1000.0,2,1980.0,   .,34032,0.0
2453,H4720,2012,1.0,0,V,V,V,U,337.0,2,1960.0,   .,34032,0.0
2454,H4890,2013,1.0,0,V,V,V,U,980.0,2,1960.0,   .,34032,1.0
2455,H4891,2016,1.0,0,V,V,V,U,980.0,2,1960.0,   .,34032,1.0
2456,H4952,2012,1.0,0,V,V,V,U,740.0,2,1960.0,   .,34032,0.0
2457,H6078,2014,1.0,0,N,V,V,U,500.0,2,1980.0,   .,34032,0.0
2458,H6079,2015,1.0,0,N,V,V,U,500.0,2,1980.0,   .,34032,0.0
2459,H6228,2013,1.0,0,V,N,O,R,760.0,2,1600.0,4,34032,0.0
2460,H6229,2015,1.0,0,V,N,O,R,760.0,2,1600.0,4,34032,0.0
2461,H6617,2014,1.0,0,V,V,V,U,1330.0,2,1980.0,   .,34032,0.0
2462,H6674,2014,1.0,0,V,V,V,U,1200.0,2,1960.0,   .,34032,0.0
2463,H6675,2013,1.0,0,V,V,V,U,1028.0,2,1960.0,   .,34032,0.0
2464,H6676,2016,1.0,0,V,V,V,U,1028.0,2,1960.0,   .,34032,0.0
2465,H6677,2014,1.0,0,V,V,V,U,3650.0,2,1960.0,   .,34032,0.0
2466,H6719,2013,1.0,0,N,V,V,U,1600.0,2,1960.0,   .,34032,1.0
2467,H7229,2012,1.0,1,V,N,O,R,3538.0,2,2004.0,5,34032,1.0
2468,H14191,2012,1.0,1,N,V,V,U,7302.0,2,1988.0,   .,34037,0.0
2469,H17787,2013,1.0,1,V,N,O,R,1021.0,2,2011.0,3,34057,0.0
2470,H15750,2014,0.915068493,1,V,N,O,R,1494.0,2,2009.0,2,34073,0.0
2471,H1394,2012,1.0,0,V,V,V,U,1650.0,2,1980.0,   .,34079,0.0
2472,H1849,2015,1.0,0,V,V,V,U,5575.0,2,1960.0,   .,34079,0.0
2473,H14868,2013,0.84109589,1,N,V,V,U,450.0,2,1960.0,   .,34088,1.0
2474,H12838,2013,1.0,0,N,V,V,U,10.0,2,1980.0,   .,34108,0.0
2475,H12839,2016,0.99726776,0,N,V,V,U,10.0,2,1980.0,   .,34108,0.0
2476,H13637,2012,1.0,1,V,N,O,R,738.0,2,1990.0,3,34108,0.0
2477,H13638,2014,1.0,1,V,N,O,R,738.0,2,1990.0,3,34108,0.0
2478,H14930,2012,1.0,0,N,V,V,U,1800.0,2,1988.0,   .,34108,0.0
2479,H15932,2013,1.0,1,V,N,O,R,800.0,2,1988.0,3,34108,1.0
2480,H15934,2013,1.0,1,V,N,O,R,1314.0,2,1990.0,4,34108,1.0
2481,H16084,2013,1.0,1,V,N,O,R,1200.0,2,1989.0,4,34108,0.0
2482,H17629,2014,1.0,1,V,N,O,R,3000.0,2,1960.0,4,34108,1.0
2483,H17630,2015,1.0,1,V,N,O,R,3000.0,2,1960.0,4,34108,1.0
2484,H6653,2013,1.0,0,V,V,V,U,1776.0,2,1980.0,   .,34108,0.0
2485,H12706,2016,1.0,0,V,N,O,R,360.0,2,1900.0,3,34113,0.0
2486,H15467,2012,1.0,0,V,N,O,R,800.0,2,2009.0,3,34113,0.0
2487,H15468,2013,1.0,0,V,N,O,R,800.0,2,2009.0,3,34113,0.0
2488,H14854,2016,0.99726776,0,N,V,V,U,310.0,2,1988.0,   .,34120,0.0
2489,H7374,2012,1.0,0,N,V,V,U,300.0,2,,   .,34120,0.0
2490,H13124,2013,1.0,0,N,V,V,U,5657.0,2,1988.0,   .,34129,0.0
2491,H13204,2015,1.0,1,V,N,O,R,1390.0,2,2000.0,4,34129,0.0
2492,H15577,2012,1.0,0,V,N,O,R,1200.0,2,2008.0,1,34150,0.0
2493,H18447,2012,0.680327869,1,V,N,O,R,2138.0,2,2012.0,3,34157,0.0
2494,H13187,2014,0.821917808,0,N,V,V,U,360.0,2,1960.0,   .,34172,0.0
2495,H13566,2012,1.0,0,V,N,O,R,370.0,2,1970.0,2,34172,0.0
2496,H13640,2016,0.99726776,0,N,V,V,U,400.0,2,1960.0,   .,34172,0.0
2497,H13925,2013,1.0,0,N,V,V,U,1400.0,2,1980.0,   .,34172,0.0
2498,H13928,2013,0.161643836,0,N,V,V,U,2100.0,2,1960.0,   .,34172,0.0
2499,H1415,2013,1.0,0,V,V,V,U,2465.0,2,1980.0,   .,34172,0.0
2500,H14380,2014,1.0,0,N,V,V,U,1400.0,2,1960.0,   .,34172,0.0
2501,H14390,2013,1.0,0,N,V,V,U,350.0,2,1960.0,   .,34172,0.0
2502,H14628,2013,1.0,0,N,V,V,U,200.0,2,1960.0,   .,34172,0.0
2503,H149,2013,1.0,0,V,V,V,U,450.0,2,1960.0,   .,34172,0.0
2504,H150,2014,0.495890411,0,V,V,V,U,450.0,2,1960.0,   .,34172,0.0
2505,H15272,2013,1.0,0,V,N,O,R,450.0,2,1930.0,3,34172,0.0
2506,H16221,2014,0.038356164,0,V,N,O,R,335.0,2,1930.0,2,34172,0.0
2507,H16231,2012,1.0,0,V,N,O,R,412.0,2,1920.0,2,34172,0.0
2508,H16232,2014,1.0,0,V,N,O,R,412.0,2,1920.0,2,34172,0.0
2509,H17866,2012,1.0,0,V,N,O,R,3000.0,2,1992.0,4,34172,0.0
2510,H19196,2013,0.671232877,0,V,N,O,R,390.0,2,1950.0,2,34172,0.0
2511,H19600,2015,1.0,0,V,N,O,R,5325.0,2,2006.0,6,34172,0.0
2512,H19878,2016,0.0,0,V,N,O,R,1689.0,2,1900.0,4,34172,0.0
2513,H2055,2013,1.0,0,V,V,V,U,3583.0,2,1980.0,   .,34172,0.0
2514,H2164,2014,1.0,0,V,V,V,U,2100.0,2,1960.0,   .,34172,1.0
2515,H2167,2012,1.0,0,V,V,V,U,530.0,2,1960.0,   .,34172,0.0
2516,H2179,2016,1.0,0,V,N,O,R,2476.0,2,1988.0,4,34172,0.0
2517,H2214,2012,1.0,0,V,V,V,U,1140.0,2,1960.0,   .,34172,0.0
2518,H2215,2014,1.0,0,V,N,O,R,1000.0,2,1930.0,3,34172,1.0
2519,H2253,2014,1.0,0,V,V,V,U,2725.0,2,1980.0,   .,34172,0.0
2520,H2255,2013,1.0,0,V,N,O,R,1700.0,2,1970.0,4,34172,0.0
2521,H2256,2013,1.0,0,V,V,V,U,420.0,2,1960.0,   .,34172,0.0
2522,H2383,2012,1.0,0,V,V,V,U,800.0,2,1980.0,   .,34172,0.0
2523,H2712,2014,1.0,0,V,N,O,R,550.0,2,1950.0,3,34172,0.0
2524,H2773,2012,1.0,0,V,N,O,R,140.0,2,1930.0,2,34172,0.0
2525,H2774,2013,1.0,0,V,N,O,R,140.0,2,1930.0,2,34172,0.0
2526,H2926,2012,1.0,0,V,V,V,U,300.0,2,1980.0,   .,34172,0.0
2527,H2927,2013,0.860273973,0,V,V,V,U,950.0,2,1960.0,   .,34172,0.0
2528,H2939,2013,0.832876712,0,V,V,V,U,3600.0,2,1980.0,   .,34172,0.0
2529,H3034,2012,1.0,0,V,V,V,U,520.0,2,1960.0,   .,34172,0.0
2530,H3035,2015,1.0,0,V,N,O,R,400.0,2,1900.0,3,34172,0.0
2531,H3036,2015,1.0,0,V,V,V,U,500.0,2,1960.0,   .,34172,0.0
2532,H3074,2013,1.0,0,V,V,V,U,200.0,2,1960.0,   .,34172,0.0
2533,H3578,2013,0.912328767,0,V,V,V,U,450.0,2,1960.0,   .,34172,0.0
2534,H361,2015,1.0,0,V,V,V,U,1600.0,2,1980.0,   .,34172,0.0
2535,H3936,2013,1.0,0,V,V,V,U,800.0,2,1960.0,   .,34172,1.0
2536,H3937,2016,0.415300546,0,V,V,V,U,800.0,2,1960.0,   .,34172,0.0
2537,H4569,2016,0.99726776,0,V,N,O,R,330.0,2,1900.0,4,34172,1.0
2538,H4654,2013,0.597260274,0,N,V,V,U,1000.0,2,1960.0,   .,34172,0.0
2539,H481,2012,1.0,0,V,N,O,R,580.0,2,1930.0,3,34172,0.0
2540,H482,2015,1.0,0,V,N,O,R,580.0,2,1930.0,3,34172,0.0
2541,H4831,2012,1.0,0,N,V,V,U,250.0,2,1960.0,   .,34172,0.0
2542,H4963,2012,1.0,0,N,V,V,U,542.0,2,1960.0,   .,34172,0.0
2543,H5076,2014,1.0,0,V,V,V,U,200.0,2,1960.0,   .,34172,0.0
2544,H5099,2013,1.0,0,N,V,V,U,2000.0,2,1980.0,   .,34172,0.0
2545,H5214,2014,1.0,0,V,N,O,R,810.0,2,1930.0,3,34172,0.0
2546,H5861,2013,1.0,0,V,N,O,R,710.0,2,1960.0,2,34172,0.0
2547,H6759,2013,1.0,0,V,N,O,R,450.0,2,1900.0,3,34172,0.0
2548,H6936,2015,0.457534247,0,V,V,V,U,1200.0,2,1960.0,   .,34172,0.0
2549,H6946,2012,1.0,0,N,V,V,U,650.0,2,1960.0,   .,34172,1.0
2550,H6957,2013,1.0,0,N,V,V,U,780.0,2,1980.0,   .,34172,1.0
2551,H13929,2012,1.0,0,N,V,V,U,1600.0,2,1980.0,   .,34192,1.0
2552,H14348,2012,1.0,0,V,N,O,R,1260.0,2,1960.0,3,34192,1.0
2553,H14349,2014,1.0,0,V,N,O,R,1260.0,2,1960.0,3,34192,0.0
2554,H15341,2013,1.0,0,V,N,O,R,677.0,2,2009.0,3,34192,0.0
2555,H1995,2012,1.0,0,V,N,O,R,1200.0,2,1963.0,3,34192,0.0
2556,H2457,2013,1.0,0,V,N,O,R,1148.0,2,1989.0,1,34192,1.0
2557,H5737,2013,0.832876712,0,V,V,V,U,667.0,2,1980.0,   .,34192,0.0
2558,H7287,2014,1.0,0,V,N,O,R,579.0,2,2004.0,2,34192,0.0
2559,H7466,2012,1.0,0,N,V,V,U,200.0,2,1960.0,   .,34192,0.0
2560,H19794,2015,0.142465753,0,V,N,O,R,175.0,2,1900.0,2,34259,0.0
2561,H13105,2012,1.0,0,N,V,V,U,820.0,2,1960.0,   .,34301,0.0
2562,H13106,2015,1.0,0,N,V,V,U,820.0,2,1960.0,   .,34301,0.0
2563,H13107,2016,0.99726776,0,N,V,V,U,820.0,2,1960.0,   .,34301,1.0
2564,H13183,2013,0.769863014,0,N,V,V,U,570.0,2,1960.0,   .,34301,0.0
2565,H14040,2012,1.0,0,N,V,V,U,1750.0,2,1960.0,   .,34301,0.0
2566,H14041,2014,1.0,0,N,V,V,U,1750.0,2,1960.0,   .,34301,1.0
